EVENT,BOUT,ROUND,FIGHTER,SIG.STR. LANDED,SIG.STR. ATTEMPTED,SIG.STR. %,TOTAL STR. LANDED,TOTAL STR. ATTEMPTED,TD LANDED,TD ATTEMPTED,TD %
UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski vs. Stephan Bonnar,Round 2,Stephan Bonnar,21,65,32.0,27,72,0,1,0.0
UFC 110: Nogueira vs Velasquez,Krzysztof Soszynski vs. Stephan Bonnar,Round 3,Stephan Bonnar,4,8,50.0,6,10,0,1,0.0
UFC 110: Nogueira vs Velasquez,Chris Lytle vs. Brian Foster,Round 1,Chris Lytle,2,14,14.0,2,14,0,0,
UFC 110: Nogueira vs Velasquez,Chris Lytle vs. Brian Foster,Round 1,Brian Foster,5,22,22.0,6,23,1,1,100.0
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 1,CB Dollaway,12,28,42.0,17,33,2,4,50.0
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 2,CB Dollaway,8,30,26.0,28,51,2,2,100.0
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 3,CB Dollaway,5,15,33.0,27,40,1,1,100.0
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 1,Goran Reljic,11,26,42.0,14,29,1,1,100.0
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 2,Goran Reljic,6,16,37.0,6,16,0,0,
UFC 110: Nogueira vs Velasquez,CB Dollaway vs. Goran Reljic,Round 3,Goran Reljic,3,8,37.0,20,25,0,0,
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 1,James Te Huna,10,21,47.0,39,57,1,3,33.0
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 2,James Te Huna,7,20,35.0,25,44,2,5,40.0
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 3,James Te Huna,5,11,45.0,32,41,2,2,100.0
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 1,Igor Pokrajac,8,16,50.0,12,20,0,1,0.0
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 2,Igor Pokrajac,16,32,50.0,28,46,1,2,50.0
UFC 110: Nogueira vs Velasquez,James Te Huna vs. Igor Pokrajac,Round 3,Igor Pokrajac,1,6,16.0,10,15,1,1,100.0
UFC 109: Relentless,Randy Couture vs. Mark Coleman,Round 1,Randy Couture,33,47,70.0,44,60,0,0,
UFC 109: Relentless,Randy Couture vs. Mark Coleman,Round 2,Randy Couture,11,20,55.0,24,33,1,1,100.0
UFC 109: Relentless,Randy Couture vs. Mark Coleman,Round 1,Mark Coleman,8,18,44.0,14,24,0,0,
UFC 109: Relentless,Randy Couture vs. Mark Coleman,Round 2,Mark Coleman,2,3,66.0,2,3,0,0,
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 1,Chael Sonnen,25,34,73.0,87,103,2,2,100.0
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 2,Chael Sonnen,10,16,62.0,85,99,2,2,100.0
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 3,Chael Sonnen,4,6,66.0,42,56,2,2,100.0
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 1,Nate Marquardt,5,11,45.0,7,13,0,0,
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 2,Nate Marquardt,2,6,33.0,12,16,0,0,
UFC 109: Relentless,Chael Sonnen vs. Nate Marquardt,Round 3,Nate Marquardt,4,7,57.0,18,21,0,1,0.0
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,Round 1,Paulo Thiago,5,16,31.0,6,17,0,0,
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,Round 2,Paulo Thiago,4,9,44.0,5,10,0,0,
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,Round 1,Mike Swick,4,41,9.0,17,54,1,1,100.0
UFC 109: Relentless,Paulo Thiago vs. Mike Swick,Round 2,Mike Swick,3,20,15.0,3,20,0,0,
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 1,Demian Maia,12,28,42.0,17,33,2,3,66.0
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 2,Demian Maia,15,38,39.0,15,38,0,0,
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 3,Demian Maia,3,11,27.0,35,51,2,4,50.0
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 1,Dan Miller,6,32,18.0,6,32,0,0,
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 2,Dan Miller,10,46,21.0,10,46,0,0,
UFC 109: Relentless,Demian Maia vs. Dan Miller,Round 3,Dan Miller,4,17,23.0,9,22,0,0,
UFC 109: Relentless,Matt Serra vs. Frank Trigg,Round 1,Matt Serra,12,36,33.0,12,36,0,0,
UFC 109: Relentless,Matt Serra vs. Frank Trigg,Round 1,Frank Trigg,6,21,28.0,6,21,0,0,
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 1,Mac Danzig,26,58,44.0,34,67,0,1,0.0
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 2,Mac Danzig,13,29,44.0,47,69,1,2,50.0
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 3,Mac Danzig,23,39,58.0,65,83,2,3,66.0
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 1,Justin Buchholz,17,80,21.0,19,82,0,0,
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 2,Justin Buchholz,6,22,27.0,8,25,0,0,
UFC 109: Relentless,Mac Danzig vs. Justin Buchholz,Round 3,Justin Buchholz,7,28,25.0,9,34,0,0,
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 1,Rob Emerson,4,6,66.0,10,14,3,3,100.0
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 2,Rob Emerson,17,30,56.0,25,40,2,2,100.0
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 3,Rob Emerson,5,17,29.0,5,17,2,6,33.0
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 1,Phillipe Nover,4,10,40.0,9,16,0,0,
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 2,Phillipe Nover,5,14,35.0,11,20,0,1,0.0
UFC 109: Relentless,Rob Emerson vs. Phillipe Nover,Round 3,Phillipe Nover,10,24,41.0,16,30,0,0,
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 1,Phil Davis,17,44,38.0,25,53,1,2,50.0
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 2,Phil Davis,21,41,51.0,48,74,1,1,100.0
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 3,Phil Davis,10,18,55.0,31,42,1,1,100.0
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 1,Brian Stann,4,15,26.0,4,15,0,0,
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 2,Brian Stann,1,7,14.0,1,7,0,0,
UFC 109: Relentless,Phil Davis vs. Brian Stann,Round 3,Brian Stann,0,5,0.0,0,5,0,0,
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 1,Chris Tuchscherer,14,31,45.0,19,36,0,3,0.0
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 2,Chris Tuchscherer,10,31,32.0,21,44,1,2,50.0
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 3,Chris Tuchscherer,0,2,0.0,5,8,0,2,0.0
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 1,Tim Hague,6,19,31.0,6,19,0,0,
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 2,Tim Hague,6,17,35.0,7,18,0,0,
UFC 109: Relentless,Chris Tuchscherer vs. Tim Hague,Round 3,Tim Hague,22,34,64.0,40,53,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 1,Gray Maynard,10,53,18.0,11,54,0,0,
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 2,Gray Maynard,15,48,31.0,15,48,0,0,
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 3,Gray Maynard,16,41,39.0,27,52,0,0,
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 1,Nate Diaz,18,59,30.0,18,59,0,0,
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 2,Nate Diaz,28,92,30.0,31,95,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Round 3,Nate Diaz,24,100,24.0,28,105,0,2,0.0
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 1,Evan Dunham,2,21,9.0,3,22,0,0,
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 2,Evan Dunham,20,59,33.0,40,82,1,2,50.0
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 3,Evan Dunham,0,0,,5,5,2,2,100.0
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 1,Efrain Escudero,20,43,46.0,29,52,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 2,Efrain Escudero,5,30,16.0,8,33,0,0,
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Round 3,Efrain Escudero,1,1,100.0,1,1,0,0,
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 1,Aaron Simpson,13,40,32.0,21,48,0,2,0.0
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 2,Aaron Simpson,16,41,39.0,26,52,1,2,50.0
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 3,Aaron Simpson,7,27,25.0,27,49,1,2,50.0
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 1,Tom Lawlor,32,74,43.0,36,78,0,3,0.0
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 2,Tom Lawlor,12,34,35.0,13,35,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Round 3,Tom Lawlor,8,20,40.0,11,23,0,2,0.0
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 1,Amir Sadollah,35,71,49.0,35,72,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 2,Amir Sadollah,30,58,51.0,34,62,0,0,
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 3,Amir Sadollah,22,33,66.0,26,37,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 1,Brad Blackburn,20,74,27.0,27,81,0,0,
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 2,Brad Blackburn,17,68,25.0,39,90,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Round 3,Brad Blackburn,0,8,0.0,1,9,0,0,
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 1,Rick Story,21,69,30.0,23,71,0,0,
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 2,Rick Story,19,66,28.0,23,70,1,2,50.0
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 3,Rick Story,7,37,18.0,21,51,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 1,Jesse Lennox,8,58,13.0,8,58,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 2,Jesse Lennox,10,45,22.0,10,45,0,0,
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Round 3,Jesse Lennox,4,25,16.0,6,27,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 1,Thiago Tavares,6,23,26.0,6,23,0,3,0.0
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 2,Thiago Tavares,18,48,37.0,33,63,1,3,33.0
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 3,Thiago Tavares,31,75,41.0,34,78,0,0,
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 1,Nik Lentz,16,53,30.0,27,65,3,5,60.0
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 2,Nik Lentz,27,73,36.0,35,81,0,3,0.0
UFC Fight Night: Maynard vs Diaz,Thiago Tavares vs. Nik Lentz,Round 3,Nik Lentz,28,80,35.0,33,85,1,5,20.0
UFC Fight Night: Maynard vs Diaz,Rory MacDonald vs. Mike Guymon,Round 1,Rory MacDonald,8,19,42.0,23,34,2,3,66.0
UFC Fight Night: Maynard vs Diaz,Rory MacDonald vs. Mike Guymon,Round 1,Mike Guymon,6,18,33.0,14,26,0,3,0.0
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 1,Rafael Dos Anjos,15,46,32.0,31,62,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 2,Rafael Dos Anjos,13,39,33.0,35,70,2,3,66.0
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 3,Rafael Dos Anjos,14,27,51.0,33,51,2,4,50.0
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 1,Kyle Bradley,11,28,39.0,11,28,0,0,
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 2,Kyle Bradley,7,19,36.0,16,28,0,0,
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Round 3,Kyle Bradley,3,6,50.0,4,8,0,0,
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 1,Gerald Harris,5,18,27.0,5,18,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 2,Gerald Harris,8,35,22.0,19,46,0,0,
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 3,Gerald Harris,8,28,28.0,10,32,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 1,John Salter,3,32,9.0,24,55,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 2,John Salter,4,36,11.0,4,36,0,2,0.0
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Round 3,John Salter,0,4,0.0,1,7,1,1,100.0
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 1,Nick Catone,12,35,34.0,14,37,0,3,0.0
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 2,Nick Catone,13,37,35.0,19,43,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 3,Nick Catone,7,31,22.0,32,60,2,5,40.0
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 1,Jesse Forbes,12,61,19.0,14,63,0,0,
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 2,Jesse Forbes,11,50,22.0,12,51,0,1,0.0
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Round 3,Jesse Forbes,9,49,18.0,14,54,0,0,
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 1,Rashad Evans,5,34,14.0,8,38,4,4,100.0
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 2,Rashad Evans,3,16,18.0,8,23,3,7,42.0
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 3,Rashad Evans,4,16,25.0,5,17,1,5,20.0
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 1,Thiago Silva,10,32,31.0,26,48,0,0,
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 2,Thiago Silva,8,16,50.0,22,31,0,0,
UFC 108: Evans vs Silva,Rashad Evans vs. Thiago Silva,Round 3,Thiago Silva,13,36,36.0,19,43,0,0,
UFC 108: Evans vs Silva,Paul Daley vs. Dustin Hazelett,Round 1,Paul Daley,8,20,40.0,8,20,0,0,
UFC 108: Evans vs Silva,Paul Daley vs. Dustin Hazelett,Round 1,Dustin Hazelett,4,11,36.0,4,11,0,0,
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 1,Sam Stout,20,55,36.0,26,62,0,0,
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 2,Sam Stout,29,84,34.0,38,93,0,0,
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 3,Sam Stout,45,125,36.0,46,126,0,0,
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 1,Joe Lauzon,10,30,33.0,15,35,2,5,40.0
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 2,Joe Lauzon,9,20,45.0,10,21,1,5,20.0
UFC 108: Evans vs Silva,Sam Stout vs. Joe Lauzon,Round 3,Joe Lauzon,7,31,22.0,8,33,1,6,16.0
UFC 108: Evans vs Silva,Jim Miller vs. Duane Ludwig,Round 1,Jim Miller,6,23,26.0,11,28,0,0,
UFC 108: Evans vs Silva,Jim Miller vs. Duane Ludwig,Round 1,Duane Ludwig,2,27,7.0,3,28,0,0,
UFC 108: Evans vs Silva,Junior Dos Santos vs. Gilbert Yvel,Round 1,Junior Dos Santos,14,33,42.0,17,37,0,0,
UFC 108: Evans vs Silva,Junior Dos Santos vs. Gilbert Yvel,Round 1,Gilbert Yvel,3,18,16.0,3,18,0,0,
UFC 108: Evans vs Silva,Martin Kampmann vs. Jacob Volkmann,Round 1,Martin Kampmann,14,34,41.0,24,44,0,0,
UFC 108: Evans vs Silva,Martin Kampmann vs. Jacob Volkmann,Round 1,Jacob Volkmann,13,36,36.0,14,38,0,0,
UFC 108: Evans vs Silva,Mark Munoz vs. Ryan Jensen,Round 1,Mark Munoz,16,28,57.0,22,39,1,1,100.0
UFC 108: Evans vs Silva,Mark Munoz vs. Ryan Jensen,Round 1,Ryan Jensen,9,16,56.0,10,17,0,2,0.0
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,Round 1,Jake Ellenberger,9,22,40.0,24,39,2,2,100.0
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,Round 2,Jake Ellenberger,6,17,35.0,6,17,0,0,
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,Round 1,Mike Pyle,4,7,57.0,28,33,0,0,
UFC 108: Evans vs Silva,Jake Ellenberger vs. Mike Pyle,Round 2,Mike Pyle,1,1,100.0,1,1,0,1,0.0
